text,label
"Pia Adelsteen, DF anmoder om lovbrud:

“Hej Henrik, jeg har lige modtaget orienteringen om, at KDI har sendt rørforsøget i høring!! Hvorfor det? Det er jo helt hen i vejret og hvorfor er KDI overhovedet involveret? Det er jo det de ikke skal være! Vh Pia""
",negative
"Hvis det betyder lovgivning ud fra fakta i stedet for følelser og fornemmelser, så har du min stemme, @USER.",positive
"Der er ikke brug for mere end 1 mand og måske en medhjælper til at holde kameraet, for at vise at den islamiske bosætterbevægelse som politikerne så ivrigt har givet plads til, for at splitte den danske befolkning, så det blev lettere at hundse rundt med den.",negative
"Det er helt fair game, hvis det er dine egne filer og man f.eks. baserer statistikken på server-logs, men at omskrive href=“[LINK]” til href=“/snooping-script?redirect=[LINK]” er over grænsen, synes jeg.",negative
"Meget positiv melding fra @USER. Mennesker med handicap tabte ved kommunalreformen, der betød afspecialisering. peger fornuftigt på specialeplanlægning på socialområdet. Så vi sikrer de specialiserede tilbud. #dkpol #sundpol #dkhandicap",positive
"Esporten tordner frem i idrætsforeningerne i DGI 💪 
Nye medlemstal viser 68 nye foreninger og 2807 nye medlemmer. Vi er glade for, at flere vil være en del af fællesskabet! 

#idrætspol #dkcivil #dkpol

[LINK]",positive
Igår skrev at personalet i det store hele har taget godt imod regeringens #sundhedsreform Idag kan du i læse at de mener reformen er forhastet. Det synes jeg egentlig har været melodien hele tiden. #centraliseringsreform #fuglepåtaget #dkpol,neutral
I know. De burde forgude en for den overmenneskelige indsat.,negative
"Slutspil og Polman. Din håndboldaften kan se således ud. Fra 18.00 TTH - Sønderjyske, efterfulgt af Aalborg mod Skjern. Når disse kampe er færdigspillet kan du komme helt tæt på Estavana Polman, når hun byder KONTRA indenfor i hjemmet i Esbjerg. Alt på TV 2 SPORT #hndbld",neutral
".@USER var vært, da og erhvervslivets top her til aften underskrev en erklæring, der bl.a. handler om at sætte fokus på fremtidens bæredygtige materialer og produkter♻️ #dkgreen #dkbiz #dkpol",positive
"DAT fejrer 30 år med fly Det er i dag 30 år siden, at Kirsten og Jesper Rungholm lettede med deres første fly. I dag råder de over 22 fly og har mere end 500 ansatte.",positive
"Sammen med har jeg talt med en del af de ft-medlemmer, der stopper, om hvorfor de stopper og om dansk politik anno 2018. Der var nogle interessante refleksioner undervejs #dkpol",neutral
Tja... jeg kan ikke se problemet - Det er jo alligevel Danmarks største børnehave #dkpol,negative
"Helt absurd at gymnasiumelever fra København har lavere arbejdsmoral end gymnasiumelever fra Jylland. Hmm er det ikke for langt ude at føre sådan generaliseringer ud fra en undersøgelse? #dkpol 

",negative
"Arsenal kommer I CL, hvis de vinder. Arsenal kommer i EL, hvis Chelsea vinder. Forudsat Arsenal bliver femmer i #pldk",neutral
"Vi forsøger sådan set bare at lave reelle løsninger for de nedslidte, mens Mette Frederiksen og nu på tredje måned ikke vil give de nedslidte danskere konkret svar på, hvem der skal have en særlig ret til tidligere pension. Vil du løfte sløret nu?",negative
Se Enhedslistens forslag her: #dkpol #arbejde,neutral
Møde for sommerhusejere: Begejstring i turistbranchen #sydfyn #fynsamtsavis,positive
"Har din by, din skole, eller din NGO gjort en særlig indsats for at forebygge svær overvægt blandt børn og unge? Så har du chancen for at vinde 100.000 Euro. Tjek konkurrencen ud her – send en beskrivelse af dit projekt - og kryds fingre #sundhedforalle",neutral
"RT @USER: Det fede ved at gå ned ad Strøget i dag er, at alle Amnesty facerne holder sig fra mig, da de ikke kan tåle satire.",negative
"Hehe sandt. Synes faktisk generelt det er en meget fin gratis lokalavis. Især når man er tilflytter og som udgangspunkt ikke aner, hvad fanden der sker her i byen...",positive
"Sååå din reference er et debat indlæg i et no name blad for 9 år siden?

Ovenstående i tråden har jeg oplistet 3 politiske hjørnesten, som alle har sammenfald med den yderste venstrefløj

Det er bedst at acceptere historien og lære af den... kunne venstrefløjen godt trænge til",negative
"Noget af det jeg er vild med ved FCK, er cyklus med optimering, hårdt arbejde, resultater, indtjening, skridt opad og så repeat",positive
Hvad med at du stopper dit vås og udenomssnak? Og hvem er det for rasten der går ind for at vi skal have atparthad i danmark. Det er en nationalist der også går ind for brud på grundloven.,negative
"Nej Skaarup
 Unitos er EN kilde :)
 OG indenfor den her regeringsperiode....er der tiltag som har vanskeliggjort det for denne gruppe
 Det er der lige kommet en omfattende undersøgelse af
 Du, dit parti og regeringen modarbejder tingene bevidst
 Fakta
 Læs og forstå",negative
"Der er helligdag, Det gør hun selvfølgelig i morgen. Men som sagt, det er ikke første gang.",negative
"Har du læst den? Jeg tror, det er en af de længste og mest gennemarbejdede artikler, vi bragte sidste år, og den er fortalt i flere kapitler og linker desuden til en række britiske mediers fortællinger.",neutral
Fortalerne for en stram udlændingepolitik kan takke sig selv for Rasmus Paludan. Hver gang man rykker hegnspælene mod højre udviser man kredsen. Vildt at Pernille Vermund nu fremstår fornuftig 🙄 #dkpol,negative
Det kan du godt regne med. Vi kan maks beklage.,neutral
"Løkkes luksusråd blæste på statens aftale: Fråsede på dyre hoteller,",negative
"Enten har Greens målt blandt ikke så kløgtige danskere eller også har og et alvorligt problem, når hver 5te dansker føler sig for nedslidt til at arbejde... løftebrud i øvrigt ikke et spørgsmål om man kan se sig selv i løftet 🙄
#dkpol #dkmedier",negative
"Minister frustreret over modspil. Svarer nu igen med et angreb, men ikke på kritikken fra forskerne. Hvor småt kan det blive for et presset LA? #dkpol #dkmedier",negative
Gad vide om og m.fl. selv reparerer deres bil/cykel og laver alt håndværksarbejde i deres bolig...eller måske henter eksperter ind? #dkpol #dkbiz #rådgivere skaber værdi,neutral
"Det svenske forsvar mod IT-angreb er faldefærdigt, ifølge en ny rapport fra Totalförsvarets forskningsinstitut. Nu åbner flere partier op for at indføre et cyberhjemmeværn med frivillige IT-eksperter. Det oplyser SVT Nyheter. (News Øresund). Læs mere:",positive
Og læste du ikke Niggli et al?,neutral
"Nok har han været bænkspiller, men det er trods alt under et år siden han blev udtaget til VM. Og ville blive overrasket hvis han ikke spiller fra start i pokalen. Selvom det selvfølgelig ville være smukt at stoppe med et mesterskab",positive
"En besynderlig seance udspillede sig på Christiansborg tirsdag formiddag.

Pressemødet handlede om én ting: At iværksætte en skræmmekampagne om, hvad det vil få af betydning for udlændingepolitikken, hvis får regeringsmagten.
#dkpol 

[LINK]",negative
Anmeldelse: Apokalypsens ryttere rider for tredje gang.,neutral
Spændende. Jeg har faktisk overvejet at lave en optælling af J-artikler som klokkerent handler om løn- og arbejdsforhold. Her har vi så to eksempler... der er syv år gamle!,negative
"Ligesom din tolkning er bekvæm..
Det er hårdt at skulle se i øjnene, at dem vi troede skulle passe på os, gør det modsatte. Det er børnelærdom at poliet beskytter os, derfor svært at tro når de ikke gør.",negative
Ham her kan jeg på det varmeste anbefale at følge. En ung folketingskandidat fra Fyn der forstår ungdommen og de komplekse problemer vi står overfor bedre end mange andre. Og til jer på Fyn kan jeg varmt anbefale at stemme på ham 💚,positive
"⚽️ Der er i dag 6 #fodbold kampe/events mere, der vises direkte:

📺 1 på TV
💻 3 kun på @USER
💻 2 kun på @USER

#dksport #dkbold #sldk #pldk #laliga #seriea #cldk #eldk

🔗",neutral
"Det kan diskuteres om omtale overhovedet skader hans forretning. Det er forholdsvis let at bede Trust pilot om at slette dem igen, når stormen har lagt sig. Han er ved at sælge. Ikke dårligt at købe et kendt sted. Og ny ejer kan starte fra frisk på TP.",positive
"Tarteletter og frikadeller , Er der ikke andre ting , eller er det fordi du tog billedet oprejst og ikke liggende ?",neutral
Jeg har ikke garanteret noget nogetsteds - jeg har sågar kaldt de geografiske betingelser konkurrenceforvridende. skal have mulighed for at byde som den station de er og det kan de ikke i det nuværende udbud 👊,negative
Y's Men deler ud af indtjente penge,neutral
"Husk at i dag er sidste chance for at købe #Anno1800! Hvis du stadig ikke er helt sikker på om det er dine penge værd, kan du tage et kig på denne ""Accolades""-trailer, der indeholder anmeldelser fra bl.a. PC Gamer og Eurogamer.

Find det her:",positive
"Stærk melding her fra @USER. Afgørende for landets og #dkbiz udvikling, at der investeres i uddannelse og forskning. 👏🏼💡💪🏼#forskpol #LMÅ19 #dkpol",positive
"Selvom Danmark ikke er længere er med i det europæiske politisamarbejde, Europol, så bruger politiet Europols forbryder-database (EIS) som aldrig før. #dkpol",negative
"Tænker at hans alder og det faktum, at han ikke kan hyres på forskerordning taler for det.",neutral
"Det er ikke en 1. april spøg! Man kan faktisk igen søge om et gratis besøg af værdighedsrejseholdet. Ansøgningsfrist d. 9. maj.
 #værdighed #sundpol #sundhedforalle #ældrepleje #værdigældrepleje",positive
"100 migranter kaprer fragtskibEt fragtskib på vej fra Tyrkiet til Libyen er blevet kapret af en gruppe migranter og har sat kurs mod Malta. Det skriver det maltesiske medie Malta Today, og oplysningerne bliver bekræftet af myndighederne i Italien og Malta. Læs mere her.",negative
"Har du selv derfra? Kan nemlig se, at deres er i polyester, og hvis jeg får stød engang mere, så kan du høre mig bande helt ude på Mols, næste gang jeg skal hejse flaget :D",negative
Hjælp gerne og især de #64500 fattige børn i DK med at sprede budskabet om denne aktion #IkkeOK #VågnOp #DkPol #BekæmpFattigdomNU,neutral
"Det er bare underligt når det staves sådan, men Leicester er jo osse mærkeligt, såh øøh...?",negative
"Det er genialt når ens hænder er sølet ind i olie eller det der er værre. Har også prøvet det på tøj en gang i mellem, for det meste virker det 👍🏼.",positive
Kan vi ikke lukke ude fra konstant at tage skatteborgernes penge og bruge dem på tåbeligheder? #dkpol,negative
"Tjah, begge dele sådan set.",neutral
"Okay. Så i en parallel verden, hvor heteroseksualitet blev mødt med chikane - ja, så ville folk være gået op i det på samme måde som man gør her. Det handler om at vi alle kan være som vi er uden at blive mødt med had. Hvad er din pointe, helt præcist?",negative
"- En bilist havde taget sin nummerplade af og lagt den ind i bilen sammen med amfetamin og anabolske steroider.
#nyheder til #slagelse",neutral
"Det altså lidt vildt det her!

Schweizisk højrefløjspolitiker begrunder valgnederlag i at de “druknede i en grøn bølge”!

En “bølge” der opstod efter @USER’s tale i Davos.

Ringe i vandet folkens.
Noget er sgu i gære!

#GrøntValg
#dkpol #dkgreen
[LINK]",positive
"Udskolingen forb. til gymnasiet, der også giver stor fleksibilitet ift videre uddannelse. Er det er ‘valg’ at vælge gymnasiet? Hvordan kan de unge blive nysgerrige og modige, til at træffe egne valg, når de møder UPV der anvender normen egnet/ikke egnet #uddpol #ungederblomstrer",negative
Måske tage med til den store fine middag næste onsdag 🤪,positive
Det bedste ved lørdag og søndag er at man kan sove ekstra længe så det føles som endnu kortere tid før man kan få lov til at komme på arbejde igen.,positive
"Radikale erkender, at reform af læreruddannelsen har haft uheldige konsekvenser, siger @USER. Hun vil reformere igen:
»Nu skal vi politikere levere nogle bedre rammer og nogle flere ressourcer til denne uddannelse«.
#dkpol #skolechat #uddpol ($)
[LINK]",negative
"Det er jeg helt med på, mere for, at gøre Melo opmærksom på, at de havde opdaget problemet. Men ja, jeg er enig. Men det er vel Billettos serverer?",neutral
"Mandag er sidste chance for at sende ansøgningen, hvis du vil vores praktikant i efteråret: #dkpol #eudk #praktik",neutral
"Nej, jeg siger at jeg tror vælgerne er dødtrætte af det gensidige blame game.",negative
"Under Evt: “Vi skal lige drøfte, om det er ok at bruge fælleshaveredskaber uden at gøre dem rene bagefter”.",negative
"Det er ikke Rød/Blå der gør forskellen, men at endnu ikke har haft så godt fat om magten, at de er blevet tilbudt en konkurrencedygtig pris for deres principper.

Alle de ""gamle"" partier har forlængst solgt deres sjæl og principper til højestbydende.",negative
Jeg synes at den isolationerede dækning også har medført en højredrejning af hele diskursens præmisser -&gt;,neutral
"Så er den ude det nye VILD MED GRILL! 2019 katalog. 573 sider spækket med alt indenfor grill og tilbehør og massevis af opskrifter og inspiration.
[LINK]",positive
0-1 OB-FC Nordsjælland! '55: Mål til FC Nordsjælland,positive
"Jøsses hvor er det nemt at løbe med på politisk korrekthed her.. Folk skal slappe af. Medmindre alle blot råber “dumme modstander”, men her rammer vi også de dumme, og det er ikke fair. Hvor gør grænsen? “Spadser nar”, “Fede nar”, “Rødhåret amøbe” Osv osv. Folk skal slappe af..",negative
Spændende at åbner for ar deltage i en mere nuanceret debat om åbenhed i privat #partistøtte Det hilser vi velkommen og indgår meget gerne konstruktivt i sammeb med ministeren. Håber flere partier vil være med. Gerne før valget. #dkpol,positive
"Én mere tager bladet fra munden og taler om psykisk sygdom. Danmarks største sundhedsudfordring.
Tak! ⁦@USER⁩
#sundhedsreform #FV19 
⁦@USER⁩
⁦@USER⁩ ⁦@USER⁩",positive
"Det er den sociale situation, der er afgørende. Det kan ses med det blotte øje. Kig på velfungerende efterkommere (langt de fleste) og opdag forskellen. Socialt pressede klarer sig dårligst alle steder i verden. Logik. Medmindre man tror der er genetik inde over.",negative
I en socialistisk verden er det en helt anden sag. Der går jeg klart ind for meget åbne grænser. Men i den nuværende verden vil det først og fremmest være et våben i kapitalisternes hænder mod almindelige menneskers rettigheder,negative
Alternativ til app? Gerne med nogenlunde samme nyhedsfrekvens.,neutral
"Så er Det afsted Hjulmand #bolddk 

[LINK]",positive
Live: FC Fredericia må og skal vinde i Næstved,neutral
"Jeg er faktisk også meget overrasket over United. Pisse ærgerligt de får det mål, men det virkede næsten som om, at det var det der skulle få United i gang 🤔 1-1 ville ikke være en katastrofe! KOM SÅ UNITED!!",positive
#ME in Denmark: Direktøren for NIH om ny test for ME (me/cfs): #sundpol #dkpol #forskning #sharegoodscience,positive
"Den er ny for mig? 
Og selvom de har ret, er det superdårlig stil at skrive superdårlig stil til ens kunder når RIGTIG mange altid har blandet?",negative
"Hej Ronnie. Ingen af os stillere er medlemmer af 
Just sayin. Kandidater og lokalpolitik er vel også for borgere? #dkpol",neutral
"Det er da bare at lave en lovændring. ‘Dømte kriminelle kan ikke opstilles til Folketinget’. Det virker og bruges mange andre steder. Kritikere mener, at mange danskere er for uintelligente til demokrati. De fik lige 20.981 nye argumenter her. #dkpol #hvaskerderfordigdanmark",negative
Er der INGEN der har givet udtryk for det? LOL!! 🤣 Har du levet under en sten den seneste tid?,negative
"Fjernsynet er gået itu. Kan ikke modtage signal fra fjernbetjeningen.
Ha! Det står på HDMI, så jeg kan stadig bruge PS4’eren.
Indtil DETTE SHAIT SÅ DUKKER OP!!! 
Arghhh!!!",negative
"Det kræver idealister, og de er der ikke. Det kommer altid til at handle om dem selv, deres egne fantastiske pensionsordninger og øvrig frøns. Flere vinkler, men ikke fra rød side tak. V har jeg engang stemt på. Uha de har tabt mig. Nu sætter jeg lid til NB og DF som må gå sammen",negative
"Hvad skal vi med feminisme? Det er Rockefellers plan at destabilisere familier, beskatte flere indkomster, statslig hjernevask af børn, mange aborter. Manden bliver overflødig som forsørger. Resultatet bliver afbefolkning, flere indtægter, enlige forældre er lettere at manipulere",negative
"Jeg er muligvis sent ude, men. Hvordan gik/går valget?",positive
"DF er stupiditetens højborg, nu kan alle der gav jer lidt credit ikke mere overse det faktum, ytringsfriheden er død i DK, og dumheden har vundet... Jeg håber I taber så mange stemmer SKAM JER!!! #dkpol",negative
"De 10 pct. rigeste danskere ejer næsten halvdelen af den samlede formue. En konsekvens af Budgetlov, som har fjernet milliarder fra velfærd i ➕ statslige uddannelsesinstitutioner og brugt dem på skattelettelser #dkpol
[LINK]",negative
Københavns Lufthavn starter historisk stor udbygning til 4 mia. kr. #dkbyg #dkpol #dkbiz,neutral
"Det er så vanvittigt, hvordan den mand kan smadrer en superliga kamp. Det var præcist det samme i åbneren hjemme mod Horsens.",negative
Pådraget sig en lille skade i låret - ikke alvorligt,positive
"Glem hende Mette, det er spild af tid.",negative
"Såvel Eurowind som European Energy sælger ud af de Vestas-parker, der blev taget i drift kort før udløbet af den gamle støtteordning. Det danske marked er fortsat attrativt, fastslår den ene køber.
#dkbiz #dkgreen #dkenergi
[LINK]",positive
Jobbet som kommunikationsansvarlig for DBU er så utaknemmeligt at ikke engang Simon Kjær vil reklamere for det,negative
Man behøver ikke at være DF for at synes at DR er ensidigt og at 24/7 er underlødigt og Ekstrablad’s journalistik!,negative
Er det her en levende brexit metafor?,neutral
"Bedre sent end aldrig, fristes man til at sige. Omfattende snyd og fejl i vores selskabssystem, siger erhvervsstyrelsen nu åbent efter de første kontroller er påbegyndt. #dkpol må være overrasket. #dkbiz 
[LINK]",neutral
"Det er Paludans egen iscenesættelse.
Han må tale og demonstrere alt det han vil. På steder, der ikke forstyrrer offentlig orden.",neutral
"Puuuhh - i mit hoved lyder det på ingen måde godt
- og faktisk meget meget skræmmende. 
Men så er det godt vi har mulighed for at være uenige.",negative
"Sidder på Skt. Knuds gymnasium og overværer retorik-undervisning, der sidder en hel klasse, som ikke har lyst til at deltage i debatten på sociale medier, for “kampen er tabt på forhånd” “det er svært at være saglig, når andre ikke er”. “vi deltager kun i debatter for at få ret”",negative
"Derfor siger jeg, at problemet er at han ikke er demokratisk. Det må du gerne anfægte - men det er ikke relevant at bruge mordet på JFK, synagoger og muslimer ind i tråden",negative
"Anmeldelse: Carl Holst knockoutet af politik, pressen, politiet og pøbelen (Dette er en plus-artikel)",positive
Har påpeget problemet siden jeg kom i byrådet. Kommunerne mener de hjælper og afprøver de arbejdsløse. Virksomhederne mener de hjælper kommunerne. For mig at se er det blot et hamsterhjul uden reel gavn for beskæftigelsesraten.,negative
"Forår er skønt 🌱☀️
Forår er også oprydning og maling 🤗👏🏻",positive
"Jeg er ikke sikker på, der overhovedet findes et pt.",negative
"Problemet bunder i grundopfattelsen: Ser du dine medmennesker i øjnene (som vi gør) og taler lige til dem, eller opfatter du det som en umulighed (hvad mange indvandrere gør) og taler enten opad eller nedad. Der er geografiske forskelle på, om man taler opad eller nedad.",negative
"Det har du fuldstændigt ret i, og det er et stort problem for #dkmedier, at det ikke er lykkes at skabe en ordentlig booking-platform til dette segment.",positive
"Nej, det synes jeg ikke, hvis man ser på hvor langt ude fra det er samt de øvrige omstændigheder. Det er alligevel ude på kanten af buen.",neutral
Er I ikke søde at lade være med at smide links på Twitter inden artiklerne er oppe? Det her er begyndt at ske med alle jeres artikler.,negative
"Det er ikke engang for hans “provokerende” smil og klap ned mod de råbende OB fans efter kampen, han tildeles en del af ansvaret. Det er for en helt almindelig jubelscene efter målet, som foregik foran OB fans som allerede inden da var kommet med tilråbene.",negative
"Mærkeligt, for de vidste jo allerede i sidste uge, at der ville blive strejket i dag.",neutral
"hey Morten. Jeg har af uransagelige årsager først opdaget jeres Kforum pod nu. Ville bare sige, at det er virkelig fint. Godt format, og ikke mindst gode gæster. 👏",positive
"Denne seje kvinde var i dag i og tale om visioner for sit talenfulde, vigtige device. Du kan høre hende tale i min #podcast senere på året hv er investorer og mulighed for at afprøve? #sundpol #healthtec #investor #prediagnose #visions",positive
Det er vel hverken op til dig eller mig at vurdere ?,neutral
Det må jo være fraregnet #LordBendtner 😉,neutral
"Forklar lige @USER, hvordan varierer behovet for omsorg fra postnummer til postnr? Hvilke børn har ikke brug for god normering? Vil en kritisk journalist, please, træde til og få svar på det! #dkmedier #MinimumsnormeringerNU #givbørndinstemme #dkpol",negative
"Nyt lovforslag vil give lov til at indsamle følsomme oplysninger om ansatte og låne deres kollegaers identitet for at lokke dem i fælder, som kan koste dem jobbet. Sløseri skal have konsekvenser, siger forsvarsministeren. #dkpol",negative
"Desuden er pointen i øvrigt, at DBU selv bør gå forrest, og det gør DBU bedst med sine landshold. Indtil da fremstår unioen som en populistisk hykler i mine øjne. Og sådan en kan jeg ikke tage alvorligt.",negative
Det burde være mere som med borgerforslag: Nem ID og så kan man støtte alle dem man vil. Punktum. Alt det andet pjat er spild af tid og penge. Lad vælgerne bestemme på valgdagen fremfor at begrænse deres valgmuligheder allerede ved opstillingen. #dkpol,negative
Tænk at vi udsætter de børn for flere traumer 💔,negative
Amerikansk mediegigant hylder Aarhus,neutral
"Unægtelig en knapt så positiv agenda til den kamp. For mig er der en forskel... og så nævner jeg ikke engang, at det er mandag",negative
"Som med andre monumentale bygninger er her tale om en verdensarv, som rækker udover Frankrigs grænser. Har ikke meget at bidrage med økonomisk, men giver gerne lidt også til vores fælles kulturarv.",positive
Mette Frederiksen til pressen: - I skal opføre jer ordentligt,negative
Elbilsalget brager afsted. har sikret at elbiler op til 400.000 er fuldstændig afgiftsfri og det har danskerne taget til sig. Næste mål bliver en langsigtet læsning som kan sikre 1 mio elbiler i 2030 #dkpol #sdg13,positive
Nu er det jo svært ikke at gøre hr. Dahl vred. Det er jo næsten for nemt. Man kan nøjes med at bruge ordet demokrati. Glæder os til valget,negative
"Jeg synes, det er vigtigt her i 2019 at markere den slags kulturel appropriation. Hårdt.",negative
"Hvordan kan man få sig selv til at gå ind i en kirke og omgivet af mænd, kvinder og børn springe sig selv i luften? 
Hva er det for en tro der siger at det er ok?
Der er en speciel plads i helvede til disse personer 🤬

😢

#SriLanka",negative
"Artikel fra sidste år om et betændt mandsdomineret miljø indenfor fotojournalistik. Så trist, at det skal være sådan. Håber, at dette i fremtiden bliver noget der tilhører fortiden.",negative
"Så er vi ude i er spørgsmål om definiton. Jeg er af den overbevisning, at der skete det uundgåelige, med et derby til næste kamp. Min tese er, at den sang ikke var kommet, hvis vi skulle have mødt Esbjerg kampen efter.",neutral
"Jeg har aldrig før hørt om at politiet uden videre kan indføre dobbelt straf for 'utryghedsskabende kriminalitet'. Er det mig der har sovet i timen, eller er det et nyt påhit?",negative
"Konflikten mellem DBU og herrelandsholdet kostede iflg DBUs årsregnskab unionen mellem 10 og 12 mio kr, skriver Ritzau.",neutral
"Tænker det er en fin opstilling. Jeg er tosset med, at Rado er sat af. Han har slet, slet, slet ikke niveauet til at spiller 6'er for BIF. Må meget gerne forsvinde til sommer.",negative
"Hvor er det ærgerligt! Selvom jeg sagtens forstår at vi bliver provokeret og det er svært ikke at sige noget til ham, så skal vi ignorer ham. Han får sin vilje hele tiden.",negative
"Really? - det bliver sgu sværere og sværere at overbevise min bedre halvdel om at at Danmark overhovedet ønsker at man skal integrere sig. Jeg fattes ord. Gad vide om vil støtte det?

#dkpol #pakker #snart #sydfrugter",negative
Hvorfor i alverden skulle DB's økonomi lider under at foreningen råder folk til at holde katte indendøre?,neutral
"Nej, jeg mener bare, at det oftest er kommunerne, der ansætter. Hvilken enhed hentyder du i øvrigt til?",neutral
Jeg har 4 gode billetter til ballet på AfteRide+Etudes til en samlet pris à 60kr på lørdag 4/5 kl.18. Skal det være dine? #twitterhjerne,positive
Og i det hele taget for hvilke personoplysninger der kan databehandles uden samtykke (deling er kun én form for behandling),neutral
"Det må vist kaldes styrkelse af EU-tilhængere, måske særligt dem der ser positivt på EU men ønsker at arbejde for reformer i EU. #EUdk #Dkpol",neutral
RT @USER: Pape skærer igennem: Der vil komme IS-krigere tilbage til Danmark,neutral
Demokrati...? Siger blot jeg ikke forstår du sidder hvor du gør.,negative
"Bo, der er ingen, der nævner, at man ikke skal have ret til at demonstrere.
Det er din opfindelse som du selv er uenig med. 
Man kalder det en stråmand.

Man har ikke ret til at demonstrere _alle steder, alle tider_. 
Sådan er loven. Den er du sikkert ikke uenig med. 

#Dkpol",neutral
"24-årig kvinde fra Esbjerg var i dag ude at løbe en tur i det gode vejr. På Kvaglundstien blev turen ødelagt af en 30 - 50 årig mand iført mørkt tøj og medbringende en cykel, der pludselig trådte frem foran hende med bukserne nede omkring haserne. #politidk",negative
Der er alt for meget at komme efter i den norske (og danske) undergrund!,neutral
"Hvad med at Radio24Syv overtager Jørgen Leths ekspertise og store viden i Tour de France-sammenhæng? Laver et program, hvor Jørgen Leth direkte fra Frankrig kommenterer de enkelte etaper? Måske sammen med Zissel? #dkmedier #DKpol",neutral
"Vel ikke såååååå utroligt, når manden både er narcissist og sociopat.",negative
"Men Anders, dem der har tjent de store formuer har i den grad bidraget til dem der ikke var så heldige, som du kalder dem.",neutral
"Fredericia AVISEN sendte vores fotograf Magnus Runge i Tøjhuset på en lørdag aften. På plakaten var den charmerende efterkommer af Danmarks nationalskjald, Kim Larsens, Hjalmer Larsen.",positive
"Det er ikke så tit, eller nærmere yderst, yderst sjældent at der er nogle der tegner mig. Ham her skal sku nok bliver stor.",positive
"Sveriges ældste og formentlig Europas største egetræ, Kvilleken, også kendt som Rumskullaeken, bukker snart under. Tørke og svamp har taget livet af det næsten 1000 år gamle egetræ.",neutral
"Ja og ? Er det ikke sadan politikken i dag er
Dér er jo ingen af jer der har noget konkret at sige om virkelighed alligevel. Andet end det fremlæggelsens smùler viser fra et samfund der vil bedrage
Saa hvad er Ordenes fremlæggelse her værd ?????? NADA",negative
"Ja, alle er jo enige om, at forholdene for dyrene bare ikke er i orden - overhovedet. 
Så lad os dog handle efter det og ikke smide penge efter det når vi er ude at handle &lt;3",negative
"""Lad os lave en anonym formueskat på alle de anonyme formuer, der er gemt i #skattely"", foreslår James Henry fra - proaktivt forslag! #fightinequality #dkpol",positive
"Lidt træls click bait på Politiken. Med den rubrik - og om bag en betalingsmur - kan man godt komme til at tro, at nu var der igen en NGO, der var forarget. Men faktisk har Røde Kors i Australien embraced GoT, ikke kritiseret eller advaret",negative
"De kan ikke selv se det... Forandringsblindhed... 

Det er nemt nok at narre folk, men nærmest umuligt at overbevise dem om, at de er blevet narret.",neutral
"måske misforstod jeg, men jeg kan ikke se den store forskel på Guardiola og Klopps udtalelse. Er du uenig i det og kom det forkert ud? For enten snakker begge med respekt for modstanderen, eller også har begge tabermentalitet, når nu de 4 hold er lige gode, eller?",neutral
Coop Danmark A/S: Coop skifter til kødbakkerne ud med genbrugsplast,neutral
"Præcis, islam skal ud af Europa, da det er en totalitær ideologi. Stram Kurs er derimod ikke et totalitært parti, men må derimod søge indflydelse gennem demokratiet som alle andre danske partier.",negative
"Seneste topnyhed på : #nyheder Gravsten og ruder smadret: Vi har aldrig set noget lignende Adskillige gravsten blev væltet og fem ruder blev smadret, da Danske Stenhuggerier, der har butik på Københavnsvej, mandag aften var udsat…",negative
"Og nu som fast del af programmet, er der altid go lyd🎶🎶. styrer🙌🏻🙌🏻",positive
Måler vil indkomstuligheden rigtigt?,neutral
"⚽️ Der er i dag 1 #fodbold kampe/events mere, der vises direkte:

📺 0 på TV
💻 1 kun på @USER

#dksport #dkbold #sldk #pldk #laliga #seriea

🔗",neutral
Mine forældre har dæleme aldrig gået med mig til sport. Cyklede og bussede den da selv?,negative
"Oplagt mulighed for at forbedre og sænke prisen på kollektiv trafik. Når jeg snakker med folk som ved noget om veje så siger de hver gang et nyt spor bliver åbnet fyldes det op asap.

×Vi har brug for et værdigt og attraktivt alternativ til bilen #dkpol #dktrp #dkmedier #dkgreen",negative
"Jeg bad om beviser og argumenter. Du kom med ingen. Du delte et link fra et venstreorienteret medie der kritisere en højreorienteret. 

Hvordan er det et bevis for noget? 

Hyg dig som nazist, pædofil, og voldtægtsmand Mathias :)",negative
"Jeg kan fortælle dig, at når man står på stadion, og de råber sådan, så tænker man en ekstra gang inden man går på toilet i pausen, fordi man ved, at hvis de kan se hvem man er, så falder der øretæver. Så, ja - det er udtryk for et kulturel had til os.",negative
RT @USER: Jeg siger ikke at socialisme er fremtiden... Men det er det! :-) #SF60 #SF60År #Sammen #Dkpol,positive
"Giv homofobi det røde kort

Før dagens FCK OB kamp opsætter jeg en regnbuebænk til hyldest for mangfoldighed og nej til homofobi ved Parken

Københavns Kommune bør opsætte permanent regnbuebænk v. Parken

 #dkpol #fckob #sldk #elskdenduvil #fodboldforalle
[LINK]",positive
CO2 udledning kan i hvert fald ikke uden USAs og Kinas støtte. Og det er noget end klimaforandringer. Og det kommer ikke til at ske i noget særligt omfang inden vi får #Gen4Nuclear,negative
Holland: Iran stod bag to politiske drab i Holland,neutral
