text,label
"Lad mig sige et par ord mere om hamp, da der gang på gang opstår misforståelser: Risikoen for dyrkning til narkotikaformål er ikke til stede i Europa, og udnyttelsen af hampfrø bestemt til konsum er stærkt rodfæstet i de forskellige regioner.",neutral
"Der har i de seneste uger været tilfælde af lovløshed, hærværk, overfald og voldtægt, uden at sikkerhedsstyrkerne har grebet ind.",negative
"Og hvis jeg kun skulle nævne en eneste grund, ville jeg nævne denne, som er den mest simple, nemlig at Europa efter vores mening ville klare sig langt bedre, hvis der ikke var nogen Kommission overhovedet.",negative
"Sammenfattende mener jeg, at betingelserne for en international traktat om Arktis endnu ikke er til stede, og at vi snarere bør fokusere på at sikre en effektiv anvendelse af de eksisterende juridiske rammer for at udfylde eventuelle huller og tilpasse reglerne til de særlige forhold i Arktis.",negative
I virkeligheden er de vietnamesiske myndigheders handlinger i modstrid med deres mange tilsagn om reformer og demokrati.,negative
Jeg vil udsende en officiel erklæring om sagen.,neutral
Ingen af dem har indtil videre ratificeret dem.,neutral
Dette er slet ikke i overensstemmelse med realiteterne for vejtransport og står i vejen for effektiv forvaltning af godstransport.,negative
Vi kan derfor naturligvis ikke støtte den.,negative
"At oprette et netværk af indvandringsforbindelsesofficerer blev, som kommissær António Vitorino allerede har nævnt, sat på dagsordenen af Det Europæiske Råd i Sevilla, og i konklusionerne fra mødet i Thessaloniki betonedes det, at det var nødvendigt at fremskynde arbejdet med inden udgangen af 2003 at vedtage et juridisk instrument til dette netværks oprettelse.",neutral
"Grænserne standser også ved Belarus, Moldova og Ukraine, fordi disse lande indgår i en helhed ligesom Rusland.",neutral
Som helhed er vi meget tilfredse med forslaget.,positive
"For det andet vil jeg spørge, om der på denne konference bliver mulighed for at evaluere de nationale planer, som de forskellige regeringer, der undertegnede Rio-aftalerne, forpligtede sig til at gennemføre og navnlig Agenda 21?",neutral
"Disse retningslinjer skal skabe klarhed over fortolkningen af begreber som ""tilstrækkelige midler"" og ""offentlig sikkerhed"".",neutral
"Da spørgerne ikke er til stede, bortfalder spørgsmål nr. 20 og 21.",neutral
Den kræver en folkeafstemning.,neutral
"Vi kan besynge den europæiske landbrugsmodel så meget, vi vil - multifunktionel, respektfuld over for miljøet og dyrevelfærden, garant for fødevaresikkerheden og udbredt til alle EU-lande - hvis aktørerne ikke er der til at iværksætte den, det vil sige, hvis der ikke er nogle landmænd, som har en tilstrækkelig indkomst til at sikre deres erhverv, leve af deres aktiviteter og tiltrække afløsere, er modellen utopi, fatamorgana, semantik og løgn.",negative
"Jeg skal desuden påpege, at en af konklusionerne fra revisionen af Lissabon-strategien var, at miljøets tilstand og forbedring af beskæftigelsen bør betragtes som en mulighed for at nå målet om at skabe den mest konkurrencedygtige videnbaserede økonomi.",positive
"For at nå dette mål må man overholde den tidsplan, der er fastsat i Madrid af Det Europæiske Råd, og fastholde en konstant rytme for de forberedende arbejder.",neutral
"Det er efter min mening vigtigt, at vi forenkler visumprocedurerne for mennesker, der har familie i medlemsstaterne.",neutral
Fire af de store EU-lande valgte at lade handelshensyn være bestemmende for deres handlemåde.,neutral
"Jeg mener også, at det er nødvendigt for Tyrkiet på samme ambitiøse måde som Tyskland at bearbejde sine mørke og sorte kapitler i 1900-tallets historie.",neutral
"Helt fra begyndelsen har vores opgave som formandskab været at forsøge at fremme udarbejdelsen af en holdbar løsning mellem outsourcerne og dem, der ønskede udelukkende at holde sig inden for fællesskabsrammen.",neutral
"Jeg forestiller mig en række begivenheder, som er mere omfattende end en person kan klare, samt uddannelse.",negative
"Jeg gør mig ikke her til talsmand for noget som helst revolutionerende, epokegørende eller radikalt.",neutral
"I fremskridtsrapporterne skal vi - som De vil have bemærket - også berette om, hvorvidt et land opfylder de politiske Københavnskriterier.",neutral
"Vi må tage alle midler i anvendelse og udnytte de fordele, dette frembyder.",positive
"Vi finder, at julirapporten udgør et udgangspunkt for drøftelsen af mulige forbedringer af forordningerne, og Kommissionen vil undersøge behovet for lovgivningsændringer, når det er relevant.",neutral
"Den første vurdering er, at mulighederne for inddragelse ikke er udtømt, og at der er behov for en stor indsats.",neutral
"Dette beslutningsforslag er vigtigt, og vi har vores egen grundholdning til det.",positive
"Men hvis vi har nogen mulighed for at gribe ind over for det, så gør vi det, og jeg kan sige Dem, at vi gør det handlekraftigt.",positive
Ved behandlingen af Menrad-betænkningen blev der taget mange vigtige spørgsmål om ligestilling op.,positive
"Jeg vil slutte med at nævne de tjenesteydelser, som de offentlige forvaltninger tilbyder.",neutral
Vi forventer at udbetale omkring 50 millioner euro i perioden 2007-2013.,neutral
"I forslaget til beslutning står der, at det skal vi beklage.",negative
"Dette er muligvis ikke et paneuropæisk initiativ, men lande som Sverige, som varetager formandskabet, er blandt pionererne på dette område.",neutral
"Den stiller store krav til kandidatlandene, og det er en skam, at EU ikke selv kan leve op til kravene.",negative
"Det er nu i samme perspektiv absolut påkrævet nøje at revidere de øvrige lovgivningsbestemmelser, der er blevet foreslået.",neutral
"&#160;&#160; Jeg har stemt for betænkningen om virksomhedsflytning og regionaludvikling, for det er afgørende at overbevise borgerne om, at EU løser og ikke skaber problemer, når det gælder de aktuelle store økonomiske og sociale forandringer.",positive
"Det er den betænkning, jeg vil kommentere i størst udstrækning.",neutral
"Der kan først indledes nye samarbejder, når der har fundet frie og gennemsigtige valg sted, og det betyder selvfølgelig nu også præsidentvalg, der er en del af processen med at vende tilbage til en retsstat.",neutral
Som medlemmer af Europa-Parlamentet er det efter vores mening uundværligt med en harmonisering af den eksisterende lovgivning på det civilretlige område.,positive
Endelig skal det internationale samfund gøre sig seriøse bestræbelser for at nå frem til virkelig atomnedrustning.,neutral
Til sidst vil jeg takke hr. Böge for hans konstruktive samarbejde og for den fremragende betænkning.,positive
"For den politik, vi, USA og andre skal føre?",neutral
"Senest bekræftede Det Europæiske Råd i Thessaloniki i øvrigt, at Unionen uden forbehold støtter Den Internationale Straffedomstol.",neutral
"Det væsentligste tiltag har uden tvivl været vedtagelsen af direktivet om unionsborgerskabet, som giver unionsborgere og deres familier, som har boet i værtslandet i en periode på fem år, ubetinget ret til permanent ophold.",neutral
Retsstatsprincippet kræver ligeledes en reform af sikkerhedssektoren og reelle fremskridt med hensyn til økonomisk forvaltning.,neutral
"- mundtlig forespørgsel (B6-0011/2004) af Gröner, Estrela, Madeira, Fernandes, Breyer, Jillian Evans, Romeva Rueda, Carlshamre og Gibault om den portugisiske regerings afvisning af hollandsk fartøj tilhørende organisationen ""Women on Waves"".",neutral
Vi bør i stedet øge vores investeringer og forskning i grøn teknologi.,positive
"Vi er klar over, at det for mange EU-medlemsstater, herunder Polen, er umuligt at modtage anholdte terrorister.",neutral
(Mødet hævet kl. 21.55),neutral
"Vi stemte for, fordi vi ønsker et indre marked, således at varer uden handelshindringer kan transporteres mellem medlemslandene.",positive
I den forbindelse har vi brug for en ny kultur for subsidiariteten.,neutral
"Men det er uhyre vigtigt, nu hvor kendsgerningerne bliver mere og mere tydelige for USA, at Europa og USA indleder mere intensive diskussioner om de internationale følger af indførelsen af euroen for at undgå overraskelser og høste fordele.",positive
Dette skal i det mindste ske før landets tiltrædelse.,neutral
"Vi mangler en europæisk mission for at give dem de værktøjer, de har brug for, for at kunne konkurrere med de bedste.",neutral
"Jeg ønsker selv her til sidst at advare om, at beslutningen snarere bør opfattes som en hjælp og et udtryk for forståelse end som en bebrejdelse.",positive
"Betyder det specifikt, at restauranter, hvor man sælger fødevarer osv., skal angive oprindelseslandet for animalske produkter?",neutral
"Hvad vi som nation mener i mit land, det vil vi fortælle efter nytår, hvor vi vil spille ud i lighed med så mange andre lande, men jeg vil ikke her i dag på Rådets vegne tage nogen som helst form for stilling til hr. Giscard d'Estaings forslag.",negative
"Er der mon stadig nogen, som er i tvivl om, at de ser sig selv som den eneste forfatningsgiver i Unionen?",neutral
"Betænkningen, som vi forhandler om, indeholder en ret detaljeret gennemgang af de seneste krænkelser af menneskerettighederne på Den Russiske Føderations område.",negative
"Det ligger mig og andre kolleger, som kommer fra mål 1-områder, særligt på sinde, at disse specielle regioner ikke falder ud af det højeste støttetrin på grund af den beregningsmæssige forandring som følge af optagelsen af de nye medlemslande.",positive
"Brugen af forebyggende medicin såsom vacciner vil gå ned, og vi vil ende med at behandle syge dyr med antibiotika i stedet for at beskytte dyrene mod sygdomme.",negative
"Jeg tror, at hvis Rådet er fleksibelt, er der en margen, inden for hvilken vi kan arbejde.",positive
Der er som sagt nogle afgørende punkter i forordningen.,neutral
"For os er det utænkeligt, at medlemsstaternes ansvar for at kontrollere pas ved indrejse overføres til private transportvirksomheder.",negative
"Jeg vil gerne understrege, at det forslag, som Kommissionen har fremlagt, ikke er den reform af den generelle toldpræferenceordning, Parlamentet anmodede om i sin beslutning af 5. juni 2008, men blot en forlængelse af det nuværende regelsæt.",neutral
"Transportudvalget ønskede desværre at lægge mindre vægt på dette princip, således at miljøafgifterne for transport ville blive brugt på transportsektoren.",negative
Nu må vi have en helt ny vurdering af procedurerne.,neutral
"Indtil vi får fjernet denne forvirring, vil jeg bede Dem om at forbyde transport af dette materiale over medlemsstaternes områder og kræve, at organisationer som British Nuclear Fuels Ltd. afholder sig fra at udstede vildledende udtalelser om, at det er blevet officielt udnævnt til lavdispersionsmateriale, for det er ikke til nogen hjælp og er rent faktisk yderst vildledende i denne sammenhæng.",negative
Også i dette tilfælde kan vi komme i konflikt med princippet om retssikkerhed og ligebehandling af alle producenter.,negative
Jeg finder denne spændetrøjestrategi betænkelig.,negative
"Det fælles formål med disse instrumenter er at skabe strukturer, der skal sikre, at det er nemt og hurtigt at få adgang til oplysninger om personers kriminelle baggrund.",neutral
"I betænkningen udtrykkes også misbilligelse af, hvordan tredjeparter, i særdeleshed Rusland, bruger energi som politisk redskab og af, at medlemslande underskriver bilatterale energiaftaler uden EU-koordination.",negative
"Jeg vil også benytte min tilstedeværelse her i Europa-Parlamentet til at redegøre for, hvad jeg allerede nævnte under høringen i Økonomi- og Valutaudvalget i mandags.",neutral
"Sluttelig vil jeg gerne spørge Kommissionen, hvorfor hr. Ganleys kampagne i Irland affødte bedre resultater end den irske regerings og EU's kampagne om Lissabontraktaten?",neutral
"Kommissionen er vidende om, at transporten af dyr til kommercielle formål kan være grund til, at dyr lider meget.",negative
"Man kan vel sige, at Den Europæiske Centralbank i de første år har været præget af hr. Duisenberg på sin vej mod uafhængighed.",neutral
"Vi mener, at eftersom får og geder var omfattet af det oprindelige direktiv 102, bør de også omfattes af dette.",positive
"Det er altid kontroversielt, når man bliver bedt om at tildele sig selv ressourcer.",neutral
"""Vent lidt med jeres reformer - der er tid nok"" er ikke et budskab, som nogen skal modtage herfra.",negative
Ud over arbejdstagerne udnytter også eksempelvis studerende den frie bevægelighed inden for EU.,neutral
"Fru formand, det er halvtredsindstyvende gang, at min kollega, Jens-Peter Bonde, stiller dette forslag.",negative
Borgerne forventer sig meget af EU på dette område.,neutral
Kommissionen har fremsat forslag om en delvis justering.,neutral
Hvor er da artikel 9?,neutral
"I dagens forhandling har vi diskuteret, at vi er nødt til at have en økologisk tankegang.",neutral
"Dette er sandt, men det er alligevel en måde at fortie et helt sundhedssystems ansvar på, som er domineret af medicinalkoncerner og kapløbet om fortjeneste.",negative
"Enhver, der har forsøgt at taste et langt internationalt telefonnummer, vil huske, at når man når til slutningen af nummeret, som er det tidspunkt, hvor man altid taster forkert, har man næsten glemt hvem, man skulle ringe til, og hvorfor.",negative
"I Europa drejer det sig om visa, kystovervågning, toldpolitik, bekæmpelse af menneskesmugling, arbejdsmarkedspolitik og integration.",neutral
Det er en veritabel revolution i Kommissionens forvaltningsstruktur.,neutral
"På den anden side kan nævnes lægevidenskabens fremskridt og udviklingen af lægemidler, udviklingen inden for information, robotteknik og multimedia.",neutral
"Jeg har her tidsplanen for aktiviteterne, som Kommissionen har opstillet; aktiviteterne vedrører helt bestemt en række væsentlige emner, men tager i overvejende grad sigte på sikkerhedsproblemerne; dette er i sin orden, fordi målsætningen om fred og stabilitet er utrolig vigtig.",positive
Problemer i forbindelse med Centerets drift i nye omgivelser kan selvsagt ikke i længere tid retfærdiggøre en overtrædelse af de normale procedurer i forbindelse med udbud og udvælgelse.,negative
"Jeg tror, at vi også må overveje, hvordan vi bedst muligt kan præsentere dette i offentligheden.",neutral
"De bindende foranstaltninger burde omfatte ikke blot tilbageholdelser af farlige skibe, men også konfiskation af fartøjet og af lasten.",neutral
Institutionen bliver bedre år for år.,positive
"Vi talte i morges om at sætte ind over for diskrimination, og det er højst mærkværdigt, at de, der går ind for at afskaffe diskrimination, ikke ønsker at beskytte den menneskelige værdighed ved at indføre selvregulering på reklame.",negative
"&#160;&#160; - Hr. formand, jeg vil gerne meddele, at vi trækker vores underskrift tilbage fra dette forslag, fordi man endnu en gang har brugt Europa-Parlamentet til at angribe den italienske regering.",negative
"Jeg vil bede Dem være lidt mere præcis med hensyn til Rådets tidsrammer i forbindelse med denne sag, fordi det er absolut afgørende.",neutral
"Hvis ansøgerlandene skal erklære, at de vil overholde den, inden deres tiltrædelse, så skal de nuværende medlemslande bestemt også overholde den.",neutral
Det er på tide med en kursændring.,neutral
"Selv små fremskridt er imidlertid fremskridt, og denne betænkning indeholder rent faktisk nogle brugbare forslag.",positive
"Det første skridt til løsning af indvandringsproblemet er i Den Europæiske Union at gennemføre en virkelig generøs og solidarisk samarbejdspolitik, der støtter ...",positive
"Men hvor vi i miljøhandlingsprogrammet kun taler om statens eksempel, kan vi her føre ordene ud i livet.",positive
"Realiteten viser, at nultolerance næsten aldrig kan garanteres.",neutral
"Hvorfor indfører den ikke en pligt til at mærke produktet, hvor man gør opmærksom på brugsanvisningen og på de farer, der skyldes de elektromagnetiske bølger?",negative
"Liechtenstein skal acceptere og anvende alle reglerne med undtagelse af bestemmelser om nye handlinger eller tiltag, som vedrører håndhævelse af kendelser til at søge efter og/eller føre bevis i forbindelse med undersøgelser eller procedurer for lovovertrædelser begået på området direkte beskatning (som ikke er forbundet med fængselsstraf under Liechtensteins nationale lovgivning).",neutral
Dette bør være dagsordenen nu og ind i fremtiden.,positive
På denne måde kan dette direktiv gennemføres på en fleksibel måde.,positive
Jeg er ked af at måtte rejse sådan et banalt spørgsmål.,negative
"Lad os også huske, at EU i løbet af disse år har fastholdt sit lederskab i forbindelse med udviklingsbistanden og i forsvaret af dristige politikker for samhandlen med udviklingslandene, f.eks.",positive
"Der har været forhandling i Parlamentet, men frem for alt stærk modstand i Rådet, og økonomiske kræfter har været mobiliseret for at forsvare hævdvundne interesser.",neutral
"Jeg ville kalde det klimaretfærdighed, fordi det handler om relationerne mellem udviklingslandene og de udviklede lande og viljen til at fremlægge et troværdigt forslag til finansiering af både afbødende og tilpasningsmæssige foranstaltninger samt den måde, hvorpå vi også viser vores vilje til at føre an.",positive
Dette budget afspejler manglen på en global vision for Europa.,negative
"Mangfoldige er de situationer, mangfoldige er de problemer, som vi fortsat støder på i det indre marked, hvor grænsearbejdernes frie bevægelighed hører til nogle af de centrale punkter.",neutral
Jeg vil svare hr. van Velzen: Lad os se på tallene.,neutral
"Hvad dette aspekt angår, føler vi os beroliget af Deres indlæg, hr. kommissær.",positive
"Jeg mener, at det nye Europa er baseret på tanker om tolerance, dialog og gensidig forståelse mellem civilisationer, uden at man taber vores kontinents store resultater af syne.",positive
"Vi vil have udarbejdet en fælles indvandrerpolitik, som naturligvis også inddrager medlemsstaternes evne til integration, og vi har brug for at få udbygget Europols operative opgaver f.eks. med henblik på meget konkret at træffe foranstaltninger til bekæmpelse af organiseret kriminalitet.",neutral
"Derfor er det også vigtigt, at vi lægger vægt på de nationale politimyndigheders udveksling af oplysninger og ikke bare med Europol.",positive
"Jeg er ked af, at parlamentsmedlemmet er så utilfreds med svaret.",negative
"Måske kunne der fastsættes en tidsfrist for at få svarene fra de andre medlemmer af Rådet, således at De derefter kan give os svarene inden for tidsfristen i forretningsordenen.",neutral
De må behørigt anerkendes i traktaten i forbindelse med regeringskonferencen.,neutral
"Vi europæere forstod nu, at vores værdier og ikke kun vores liv var truet, og derfor reagerede vi sammen uden at glemme, at kampen for demokratiet var og stadig er i hjertet af vores politiske projekt.",positive
"Er der fare for, at den aktuelle situation ender i en regional konflikt?",negative
"At der overhovedet er kommet et kompromis i stand, kan vi takke denne protest for, og jeg mener derfor ikke, at det sidste ord er sagt i denne sag.",positive
"Man fremfører også argumentet om den offentlige sundhed, altså om at prisstigningen på cigaretter vil begrænse rygningen.",neutral
Den ender altså ikke i dagrenovationen.,neutral
"Hvordan vil Kommissionen sikre, at forhandlingerne overvejende vedrører udvikling?",neutral
"På energiområdet er min gruppe, fru rådsformand, meget bekymret over, at Den Europæiske Union er i fare for at blive taget som gidsel.",negative
Vinsektoren har helt klart brug for mere frihed for at kunne imødekomme efterspørgslen så hurtigt som muligt.,neutral
"Hr. formand, Kommissionens og ordførerens dokumenter er gode.",positive
Der er sket fremskridt siden oktober.,positive
"Apollos månelandinger, og dog er det særdeles vigtigt, som det understreges i betænkningen.",neutral
"Parlamentets retningslinjer for gennemførelsen af 1998-budgettet fastslår, at en rådgivende arbejdsgruppe skal godkende programmer inden for menneskerettighedsområdet.",neutral
"Det er klart, at vi for at løse de økonomiske problemer, som rammer os alle, har brug for jobskabelse, jobskabelse og jobskabelse.",neutral
Vi bliver nødt til at hjælpe Ukraine med at blive medlem af den europæiske familie.,positive
"Den viser først og fremmest, at fiskerne er de første, som berøres, og de første, som involveres, når det gælder om at fastlægge reglerne for et bæredygtigt fiskeri.",neutral
"Hvad angår Palæstina, gælder det nu om at fortsætte engagementet på samme måde som hidtil.",neutral
Formandskabet kunne have sendt en repræsentant til vores udvalg for at drøfte resultaterne af topmødet.,neutral
"Det er måske et lille punkt i den samlede betragtning af direktivet, men det er det, striden handler om.",neutral
"Vi skal først og fremmest tage os af beskyttelsen og bevarelsen af disse ressourcer, hvilket vil få sociale, økonomiske og økologiske konsekvenser.",neutral
Kreditinstitutter,neutral
Jeg vil gerne give forsamlingen nogle kort forklaringer oven på de fremsatte bemærkninger.,neutral
"Hvis prioriteringerne er en følge af politisk vilje, må andre områder pr. definition prioriteres lavere, hvis der skal fremlægges et konsolideret budget.",neutral
"Intet er udelukket, men samtidig er det under alle omstændigheder tilrådeligt med en velovervejet måde at tackle sagen på.",neutral
"Jeg ved ikke, om jeg er så imponeret over, at man er i stand til at flytte rundt på 2 % af staben.",negative
"Det er det besynderlige, men beslutningen er udelukkende Parlamentets anliggende og ikke mit.",neutral
"Kommissionen holdt den 24. november møde i dens taskforce vedrørende omstrukturering, som blev oprettet i marts 2005, da meddelelsen om omstruktureringer og beskæftigelsen blev offentliggjort.",neutral
"Denne ordning er et stærkt symbol på solidariteten mellem EU's borgere, og jeg håber, at bevillingerne til denne ordning kan opretholdes.",neutral
"Det er vanskeligt at forudsige, hvordan det frie valg vil udvikle sig.",neutral
"Selvom jeg stadig finder det en smule uretfærdigt, understreger det vigtigheden af, at vi viser vores støtte til iværksættere i udviklingslande. En af de mest effektive måde at gøre det på er ved at fremme åbne markeder globalt.",positive
"Klarhed, kontrol, eksempler på bedste praksis og gennemsigtighed er essentielle krav for alle typer af udvælgelsesprocedurer i EU, herunder også udvælgelsen af europæiske kulturhovedstæder.",neutral
I den tid var Socialdemokraterne den største gruppe.,neutral
"Lissabontraktaten er en kompromisløsning mellem ønsket om en europæisk føderation og bekymringen, som i øjeblikket findes blandt borgerne i både de nye stater og de oprindelige medlemslande i vores Fællesskab.",neutral
"Når det kommer til ændringsforslag nr. 2 og 5, mener Kommissionen, at man bør undersøge den manglende implementering af visse elementer af det integrerede system inden for de eksisterende budgetmæssige disciplin- og regnskabsafslutningsregler.",neutral
I denne sammenhæng har min gruppe dog fra begyndelsen været kritisk over for dens mangler.,negative
"Jeg stemte for vedtagelsen af denne betænkning, da jeg støtter alle disse tiltag, og da jeg er overbevist om deres værdi og fordele.",positive
Nu tager vi skridtet videre og begynder selvfølgelig med at fokusere på samtale-roaming.,neutral
"Et eksempelvis behov kan være at undersøge alternative tilgange til udvikling af en enkelt procedure, der kan anvendes til vurdering af ansøgninger om flygtningestatus og subsidiær beskyttelse.",neutral
"Det bekræftes af den, at EU-loven ikke kan bruges, hvis den overskrider de beføjelser, den er givet af den tyske befolkning; der nævnes endda muligheden for at forlade Unionen, hvis de tyske borgeres forfatningsmæssige rettigheder ikke respekteres.",neutral
"Fru formand, jeg håber virkelig, at den polske regering vil opnå succes med at forhindre gentagelse af den slags demonstrationer, og især at disse mindesmærker for lidelse og tragedie også vil være et varigt symbol og en permanent advarsel for de unge om, hvad nazistisk og racistisk ideologi kan medføre. Jeg antager, at dette er, hvad ambassadøren udtrykker.",positive
"Hvis de politiske kræfter ikke opnår et vist niveau af enighed, bliver der ikke gjort meget af det, der skal gøres.",negative
Disse handlinger vil blive udført i fuld overensstemmelse med de passende bestemmelser i den opdaterede rammeaftale.,neutral
"Først og fremmest vil jeg gerne takke ordføreren. Kære formand og kommissær, jeg vil gerne udtrykke min ærlige tak til ordføreren.",positive
Vi er her ydmygt til stede som rådgivere.,neutral
Hr. Kirchners valg som argentinsk præsident og præsident Lulas og præsident Kirchners udtalelser om Mercosurs fremtid bliver betragtet positivt af os.,positive
"Især når det kommer til Østersøen, er det et hav med en meget sårbar brakvandsøkosystem.",neutral
"Dog bemærker jeg til min store tilfredshed, at den offentlige europæiske debat om grønbogen på en vis måde har mildnet medlemsstaternes modstand, da de i nogle tilfælde var imod at behandle spørgsmålet om lovlig indvandring på europæisk niveau.",positive
"Hr. formand, ærede tilstedeværende!",neutral
"FLN, oprørsbevægelsen, benægter enhver form for indblanding, men de giver heller ikke deres støtte til fredsprocessen.",negative
"De vigtigste emner på den politiske dagsorden i dag er den omfattende økonomiske krise, som landet befinder sig i, udfordringen med arbejdstagere, der rejser frem og tilbage, samt problemet med vold og organiseret kriminalitet.",negative
"Ethvert land, der ønsker at tilslutte sig, skal have et retssystem, der fungerer godt og kan bekæmpe korruption og organiseret kriminalitet.",neutral
Nogle af landene har nået det på forskellige måder.,neutral
"I weekenden var der en risiko for, at visse regeringschefer igen ville ty til deres velkendte spil om magt og penge og derfor ikke ville tage hensyn til de ønsker, som europæiske borgere har.",negative
Ledelsen af de andre udvalg er enige i denne opfattelse.,neutral
"Ifølge denne bestemmelse skal de passende EU-institutioner, herunder Europa-Parlamentet, have beføjelse til på effektiv vis at observere, om EU's aftalepartnere respekterer menneskerettigheder og demokratisk principper.",neutral
"Konflikten skal løses gennem WTO, og indtil det sker, bør alle andre forhandlinger med USA suspenderes.",neutral
"Diskussionen om mellemkategorien, der også omtales med nationale undertoner, er den første.",neutral
Prisen på fødevarepakken er blevet kunstigt holdt nede i årevis for at sikre fred og ro på arbejdspladserne i byerne.,neutral
"Efter at have modtaget en anmodning fra de afrikanske statsledere i Maputo i juli 2003 om at reducere en del af deres nationale bevillinger for at oprette en fredsfacilitet, handlede Kommissionen hurtigt.",neutral
"Den beslutning, der blev vedtaget på plenarforsamlingen i parlamentet, udtrykte beklagelse over EU-delegationens handlinger. Dette skyldes, at der for første gang blev fastsat en lavere TAC end det, der blev anbefalet af NAFO's videnskabelige komité. Det blev anbefalet at sætte en grænse på 40.000 tons.",negative
Diskussionen om dette emne kan i dag blot forhindre konvergensprocessen.,neutral
"Da han bukkede sig ned, bemærkede han, at den person var afgået ved døden.",negative
"Jeg er ked af, at jeg ikke kan bakke op om Poos-betænkningen om Cypern.",negative
"Problemet er, at den tyrkisk-cypriotiske befolkning er forhindret af deres egne myndigheder - jeg bruger ""myndigheder"" i citationstegn - i at opfylde de nødvendige betingelser i denne forbindelse. Det er oprindelsesattester, som kun den folkeretligt anerkendte Republik Cypern, og ikke Den Tyrkiske Republik Nordcypern, kan udstede.",negative
"EU-institutionerne, især Europa-Parlamentet, har et særligt forhold til Euronews, da kanalens drift finansieres af skatteborgerne i EU.",neutral
"Vi er begyndt at tage hensyn til både tre- og firhjulede køretøjer i et første forsøg, men vi er klar over, at det ikke er noget, der kan reguleres med det samme.",neutral
"Eftersom Økofin-Rådet ikke kunne blive enig om en rapport til Det Europæiske Råd på mødet den 8. marts, fortsætter formandskabet med at afholde høringer for at finde en løsning, der kan accepteres af alle og præsenteres for stats- og regeringscheferne.",neutral
"Selv i lufthavnen, må Mauretanien overvejes.",neutral
"Fru formand, jeg ønsker at diskutere det samme emne på dagsordenen som hr. Atkins.",neutral
"Når forslaget gentagne gange tydeligt påpeger Vatikanets ansvar, så nærmer det sig dermed en politisk udnyttelse, som uden tvivl bør afvises.",negative
"Ifølge vores gruppe er der tre grundlæggende problemer: de nye services, kvoterne og virksomhedsoverflytningerne.",negative
"Det kan sikkert også forsvares, da betingelserne for handelen blev mildnet.",positive
"Regulering og kontrol af økonomisk konkurrence for alle intellektuelle ejendomsrettigheder bliver stadigt vigtigere, jo mere vi taler om det.",neutral
"Jeg mener derfor, at vi bør være konsekvente i vores handlinger og starte arbejdet igen.",neutral
Uanset omstændighederne skal man beskytte og anerkende menneskerettighederne.,positive
Hvad med prisen på smør?,neutral
"Synes kommissæren ikke, at medlemsstaternes økonomiske situation i de seneste dage og uger nødvendigvis har ændret sig og måske fortjener en smule mere fleksibilitet?",neutral
"På den sidste ende er denne nyskabelse en mulighed for de nye europæiske lande, og de bør udvikle deres videnskab og nye teknologier til Europas fordel på en koordineret måde.",positive
"Dog accepterer vores gruppe ikke den prioriterede status, der er blevet tildelt initiativet kendt som Overarching Process, hvilket indebærer, at der vil blive øget antallet af permanente nationale medlemmer.",neutral
"Jeg var egentlig glad for at høre, at Sharon havde planer om at fjerne bosættelserne i Gaza, indtil det blev tydeligt, at han blot ønskede at flytte dem til Vestbredden, som en del af sin beslutning om at opgive fredsprocessen og begynde at handle ensidigt.",negative
"Det faktum, at militærfolk, guerillaer og endda landets ledere er involveret i narkotikahandel, den udbredte korruption og regeringens planer om at begrænse demokratiske rettigheder som pressefriheden, sandsynligvis fører dette vigtige latinamerikanske land dybere ned i afgrunden.",negative
"Problemet med dødsstraffen er blevet nævnt af Hr. Dell'Alba, Hr. Cars og Hr. Pettinari.",neutral
"Jeg tror, at BSE-krisen potentielt kan udvikle sig til en krise for Den Europæiske Union.",negative
Europa-Parlamentet har altid haft en tydelig holdning til nationers ubegrænsede ret til selvbestemmelse.,neutral
I sin betænkning udtrykker Fru Swiebel sine individuelle holdninger vedrørende menneskerettighederne.,neutral
"Ifølge formanden blev det udtalt, at de har kontrol over 40 % af Kosovo, og at deres ståsted er ""uafhængighed"".",neutral
Kommissær Orbans indlæg om Europa-Kommissionens hensigt og tilgang til Moldova gjorde mig særligt glad.,positive
Til sidst opnår alle regeringer og tyrannier magten med befolkningernes samtykke.,negative
"Ca. 80 % af vores BNP genereres på en eller anden måde af aktiviteter, der er relateret til international handel, hvilket betyder, at frihandel er afgørende for vores økonomiske fundament.",neutral
Min vision for Europa er ikke det.,negative
"- Hr. formand, jeg er enig med de andre taleres ros til ordføreren for hendes indsats i forbindelse med denne betænkning, der er meget vigtig.",positive
"Trods min viden håber jeg stadig på en afslutning i Rambouillet og har gjort, hvad jeg kunne, for at påvirke albanerne.",positive
"Det beklager jeg, at hr. Hegyi er imod kulstofbinding og -oplagring.",negative
"Hvordan vil det være, hvis økonomien forværres, og der kommer flere borgerlige regeringer i Rådet?",negative
"De fleste af medlemmernes indlæg fokuserer på, at Den Europæiske Union bør have en større indflydelse inden for politik.",neutral
Den blev overbragt til Parlamentet i august 1996.,neutral
"Der bør styrkes på jeres påvirkning af de beslutninger, som arbejdsmarkedets parter tager.",neutral
"Balanceforholdet mellem de europæiske institutioner har faktisk ændret sig, så det er i overensstemmelse med Maastricht-traktaten og Amsterdam-traktaten.",positive
En betydelig bevægelse bliver igangsat.,neutral
